26;"Me";"2015-05-14 13:38:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";26;"FmBst";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Anforderung f&uuml;r Mineralwasser f&uuml;r die IuK.\
";"2015-05-14 13:38:00";"FmBst";"";"";"2015-05-14 13:40:00";"si1";"S2_rt,S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 13:40:08"
27;"";"0000-00-00 00:00:00";"";"2015-05-14 13:43:00";"";"2015-05-14 13:43:00";"fm2";"A";27;"";"";"";"";"";"";"";"FmBst  ";"f";"";"Interne Kommunikation erfolgt bitte pers&ouml;nlich odr &uuml;ber Feldtelefon\
";"2015-05-14 13:43:00";"EAL DLRG WE";"s4";"S4";"2015-05-14 13:44:00";"si1";"S2_rt,S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 13:43:57"
28;"Fu";"2015-05-14 13:48:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";28;"Übungsteuerer HRT 22";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"&Uuml;bungsort unterhalb des Deiches.Dort kein Funkempfang. W&auml;hrend der &Uuml;bung nur per Telefon erreichbar.";"2015-05-14 13:48:00";"HRT 22";"";"";"2015-05-14 13:52:00";"si1";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 13:52:29"
29;"Fu";"2015-05-14 13:57:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";29;"WRZ 10";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Abfahrt aus Bereitsstellungsraum.\
\
St&auml;rke: 2/9/37//48\
\
Fahrt zum Yachthafen Hamm\
\
Einsatzauftrag ist die Lageerkundung";"2015-05-14 13:57:00";"Pelikan Westfalen WRZ 10 KDOW1";"";"";"2015-05-14 13:59:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 13:59:34"
30;"Fu";"2015-05-14 14:01:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";30;"KooSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Steuerer UA3 Hrt 13 am &Uuml;bungsort angekommen";"2015-05-14 14:01:00";"HRT13";"";"";"2015-05-14 14:03:00";"si1";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:02:44"
31;"Fu";"2015-05-14 14:05:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";31;"WRZ 03";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ-3 ist Abmarschbereit mit der St&auml;rke 1/10/38//49\
\
Der WRZ-8 blockiert jedoch die Abfahrt.\
";"2015-05-14 14:05:00";"Pelikan Westfalen WRZ 3 KDOW1";"";"";"2015-05-14 14:06:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:06:24"
32;"Fu";"2015-05-14 14:07:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";32;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 2 \
St&auml;rke 2/10/36//48 auf dem Weg zum genannten Szanario.\
\
Sie haben 3 UA gebildet\
Auto\
Boot\
Tauchen\
";"2015-05-14 14:07:00";"WRZ 2";"";"";"2015-05-14 14:09:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:09:11"
33;"Fu";"2015-05-14 14:14:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";33;"WRZ 9";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 9 auf dem Weg zum Szenario\
St&auml;rke 1/9/33//43";"2015-05-14 14:14:00";"WRZ 9";"";"";"2015-05-14 14:14:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:14:28"
34;"Fu";"2015-05-14 14:19:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";34;"WRZ 10";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ-10 ist am Einsatzort eingetroffen und geht zur Lageerkundung vor.\
";"2015-05-14 14:19:00";"Pelikan Westfalen WRZ 10 KDOW1";"";"";"2015-05-14 14:19:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:19:09"
35;"Fu";"2015-05-14 14:20:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";35;"WRZ 3";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 3 auf dem Weg zu seinem Szenario\
St&auml;rke 1/10/36//48";"2015-05-14 14:20:00";"WRZ 3";"";"";"2015-05-14 14:26:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:26:03"
36;"Fu";"2015-05-14 14:31:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";36;"KooSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 8 R&uuml;ckt mit der St&auml;rke 1/9/33//43 + 1 Beobachter zu ihrem Szenario ab.";"2015-05-14 14:31:00";"KDOW 1";"";"";"2015-05-14 14:31:00";"si1";"S2_rt,S1_bl,";"Korrektur:\
Rufname: Pelikan Westfalen WRZ 8 KdoW 1\
Absender: WRZ 8 ";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:43:07"
37;"Fu";"2015-05-14 14:31:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";37;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"TauTr beim Szenario angekommen.\
St&auml;rke 0/1/4//5";"2015-05-14 14:31:00";"WRZ 2";"";"";"2015-05-14 14:35:00";"si1";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:34:52"
38;"Fu";"2015-05-14 14:33:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";38;"WRZ 10";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ-10 hat mit dem Slippen der Boote begonnen.";"2015-05-14 14:33:00";"Pelikan Westfalen WRZ 10 KDOW1";"";"";"2015-05-14 14:35:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:35:15"
39;"Fu";"2015-05-14 14:40:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";39;"WRZ 03";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ- 03 ist an der Einsatzstelle eingetroffen und beginnt mit der Lageerkundung.";"2015-05-14 14:40:00";"Pelikan Westfalen WRZ 3 KDOW1";"";"";"2015-05-14 14:40:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:40:22"
40;"Fe";"2015-05-14 14:52:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";40;"WRZ8";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 8 Eingetroffen und Erkunden";"2015-05-14 14:52:00";"WRZ 8";"";"";"2015-05-14 14:54:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 14:54:09"
41;"Fu";"2015-05-14 15:01:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";41;"Pelikan Westfalen WRZ 3 KDOW 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 3 Erkundung beendet, Zug wird dem Einsatzort zugef&uuml;hrt, neue St&auml;rke ist 1/11/42//54  ";"2015-05-14 15:01:00";"WRZ3";"";"";"2015-05-14 15:04:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 15:03:53"
42;"Fe";"2015-05-14 15:01:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";42;"WRZ 2                                                ";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 2 eingetroffen am Schiffshebewerk\
Zugf&uuml;hrer Erkundet\
\
14.50 Uhr 1 Taucher im Wasser";"2015-05-14 15:01:00";"WRZ 2";"";"";"2015-05-14 15:04:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 15:04:09"
43;"Fu";"2015-05-14 15:04:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";43;"WRZ 09";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Am Einsatzort eingetroffen";"2015-05-14 15:04:00";"Pelikan Westfalen WRZ 09 KDOW1";"";"";"2015-05-14 15:04:00";"si1";"S2_rt,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 15:04:22"
44;"Fe";"2015-05-14 15:06:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";44;"WRZ 8";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Nach Erkundung, endschieden, dass die Boote mittels THW Kran gekrant werden.\
\
Es wurden 2 UA gebildet\
UA 1 Boote Kranen\
UA 2 Fu&szlig;l&auml;ufiges Verlegen zu den bekannten UTM Koordinaten";"2015-05-14 15:06:00";"WRZ 8";"";"";"2015-05-14 16:37:00";"si";"S2_rt,EL_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:37:12"
45;"Fu";"2015-05-14 16:34:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";45;"Fernmeldebetriebsstelle";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"\
Test Test";"2015-05-14 16:34:00";"FbSt";"";"";"2015-05-14 16:37:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:37:28"
46;"Fu";"2015-05-14 16:37:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";46;"FmBSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Test";"2015-05-14 16:37:00";"FmBSt";"";"";"2015-05-14 16:37:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:37:21"
47;"Fu";"2015-05-14 16:38:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";47;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Kraftfahrer beginnen mit der Kraftfahrer&uuml;bung am EON Kraftwerk";"2015-05-14 16:38:00";"WRZ 2";"";"";"2015-05-14 16:41:00";"si";"S2_rt,EL_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:41:04"
48;"Fu";"2015-05-14 16:39:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";48;"WRZ 08";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Unterabschnitt 2 soll die speziellen Objekte in Boxen verladen.\
Unterabschnitt 1 soll die speziellen Objekte &uuml;ber das Wasser transportieren";"2015-05-14 16:39:00";"WRZ 08 KDOW1";"";"";"2015-05-14 16:41:00";"si";"S2_rt,EL_bl,S1_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:41:32"
49;"Fu";"2015-05-14 16:41:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";49;"WRZ 03";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Frage: Soll transportiert werden ? ";"2015-05-14 16:41:00";"WRZ 03";"";"";"2015-05-14 16:42:00";"si";"S2_rt,EL_bl,S3_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:41:47"
50;"";"0000-00-00 00:00:00";"";"2015-05-14 16:45:00";"";"2015-05-14 16:47:00";"fm2";"A";50;"";"";"";"";"";"Fu";"";"WRZ 3";"f";"";"Wasserschutzpolizei stellt Sperrung zwecks Taucheinsatz zu sofort sicher";"2015-05-14 16:45:00";"EAL DLRG WE";"s3";"S3";"2015-05-14 16:59:00";"si";"S2_rt,S3_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:59:29"
51;"";"0000-00-00 00:00:00";"";"2015-05-14 16:52:00";"";"2015-05-14 16:57:00";"fm3";"A";51;"";"";"";"";"";"";"";"WRZ 3";"f";"";"Nachfrage zu ihrer Frage:\
Was meinen Sie mit was soll transportiert werden?";"2015-05-14 16:52:00";"EAL DLRG WE";"s3";"S3";"2015-05-14 16:59:00";"si";"S2_rt,S3_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:59:22"
52;"Fu";"2015-05-14 16:58:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";52;"WRZ3 KDOW1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Was soll transportiert werden Patienten? Da keine Rettungsmittel verf&uuml;gbar sind.";"2015-05-14 00:00:00";"WRZ3";"";"";"2015-05-14 17:00:00";"si";"S2_rt,S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 16:59:56"
53;"Fu";"2015-05-14 17:03:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";53;"WRZ 08";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Abschnitt 2: 2 spezielle Objekte in Box\
\
Abschnitt 1: Organisation und Transport der speziellen Objekte zum Boot";"2015-05-14 17:03:00";"WRZ 08 ";"";"";"2015-05-14 17:05:00";"si";"S2_rt,S3_bl,S3_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 17:04:41"
54;"Fu";"2015-05-14 17:05:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";54;"Pelikan Westfalen WRZ 2 KDOW 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ2 Unterabschnitt Auto beendet &Uuml;bung";"2015-05-14 17:05:00";"WRZ 2";"";"";"2015-05-14 17:09:00";"si";"S2_rt,S3_bl,S3_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2015-05-14 17:09:16"
