15;"Fu";"2023-05-18 11:18:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";15;"WRZ 3 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Verlassen Bereitstellungsraum, verlegen zur Slipstelle Alperscheid";"2023-05-18 11:18:00";"WRZ 3 KDoW";"";"";"2023-05-18 11:18:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:17:47"
16;"Fu";"2023-05-18 11:20:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";16;"Steuerer 2 - Abschnitt 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"An der &Uuml;bungsstelle eingetroffen";"2023-05-18 11:20:00";"Steuerer 2 - Abschnitt 1";"";"";"2023-05-18 11:20:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:19:37"
17;"Fu";"2023-05-18 11:23:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";17;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Verlassen Bereitstellungsraum, verlegen zur Slipstelle Kessenar";"2023-05-18 11:23:00";"WRZ 4 KdoW";"";"";"2023-05-18 11:23:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:23:17"
18;"Fu";"2023-05-18 11:28:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";18;"Steuerer 1 - Abschnitt 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"An der &Uuml;bungsstelle eingetroffen";"2023-05-18 11:28:00";"Steuerer 1 - Abschnitt 1";"";"";"2023-05-18 11:28:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:27:59"
19;"Fu";"2023-05-18 11:31:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";19;"WRZ 3 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 3 eingetroffen Slipstelle Alperscheid";"2023-05-18 11:31:00";"WRZ 3 KdoW";"";"";"2023-05-18 11:31:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:31:30"
20;"Fu";"2023-05-18 11:35:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";20;"WRZ 10 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Mit St&auml;rke 1/9/33//43 an der Gesamtschule eingetroffen, verfahren nach Anweisung des Zugbegleiters";"2023-05-18 11:35:00";"WRZ 10 KDoW";"";"";"2023-05-18 11:35:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:35:09"
21;"Fu";"2023-05-18 11:37:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";21;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Eintreffend an der Slipstelle in Kessenar";"2023-05-18 11:37:00";"WRZ 4 KdoW";"";"";"2023-05-18 11:37:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:36:39"
22;"Fu";"2023-05-18 11:41:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";22;"WRZ 7 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Ankunft an Unterkunft - Sie kommen von unten hoch.";"2023-05-18 11:41:00";"WRZ 7 KdoW";"";"";"2023-05-18 11:41:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:41:27"
23;"Fu";"2023-05-18 11:49:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";23;"KooSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"verlegt in den Kreis Olpe mit 2 KFZ und 1/1/3//5. Voraussichtliche Ankunft 181310mai2023.";"2023-05-18 11:49:00";"KooSt";"";"";"2023-05-18 11:49:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:49:35"
24;"Fu";"2023-05-18 11:50:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";24;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Boote werden zu Wasser gegeben\
Taucher verlegen zur Tauchstelle Eichhagen";"2023-05-18 11:50:00";"WRZ 4 KdoW";"";"";"2023-05-18 11:50:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:50:03"
25;"Fe";"2023-05-18 11:51:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";25;"S6";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Test der GSM Fernsprechverbindung";"2023-05-18 11:51:00";"S6";"";"";"2023-05-18 11:51:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 11:51:09"
26;"Fu";"2023-05-18 12:02:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";26;"WRZ 3 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Allgemeine Lagemeldung:\
WRZ 3, St&auml;rke 1/10/35//46\
Derzeit Einsatzstelle Alberscheid\
Ma&szlig;nahmen:\
Boote zu Wasser gelassen\
KFZ f&uuml;r KFZ-&Uuml;bung vorbereitet\
Taucher verlegen nach Eichhagen\
Keine weiteren Anforderungen notwendig";"2023-05-18 12:02:00";"WRZ 3 KDoW";"";"";"2023-05-18 12:02:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:01:47"
27;"Fu";"2023-05-18 12:39:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";27;"WRZ 3 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lager&uuml;ckmeldung:\
Boote geslippt\
Taucher erkunden den Bereich\
Landseitige Einheiten erkunden das Industriegebiet um die Konrad Zuse Stra&szlig;e";"2023-05-18 12:39:00";"WRZ 3 KDoW";"";"";"2023-05-18 12:39:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:39:22"
28;"Fu";"2023-05-18 12:43:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";28;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Boote geslippt; Taucher an Tauchstelle";"2023-05-18 12:43:00";"WRZ 4 KdoW";"";"";"2023-05-18 12:43:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:42:57"
29;"Fu";"2023-05-18 12:47:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";29;"WRZ 10 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 10 verlegt zur Einsatzstelle Lister";"2023-05-18 12:47:00";"WRZ 10 KdoW";"";"";"2023-05-18 12:47:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:47:17"
30;"Fu";"2023-05-18 12:51:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";30;"Abschnittsleitung Bigge";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"1x Bindemittel &uuml;bergeben an KWoD WRZ4";"2023-05-18 12:51:00";"Abschnittsleitung Bigge";"";"";"2023-05-18 12:51:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:50:57"
31;"Fu";"2023-05-18 12:52:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";31;"AL Bigge ZTrF";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Frage: Welcher Zugtruppf&uuml;hrer ist an der Slipstelle Alperscheid?";"2023-05-18 12:52:00";"AL Bigge ZTrF";"";"";"2023-05-18 12:52:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:52:06"
32;"Fu";"2023-05-18 12:54:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";32;"Steuerer 2 - Abschnitt 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Position gewechselt\
Am neuen &Uuml;bungsort eingetroffen";"2023-05-18 12:54:00";"Steuerer 2 - Abschnitt 1";"";"";"2023-05-18 12:54:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:54:24"
33;"Fu";"2023-05-18 12:57:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";33;"WRZ 3 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"R&uuml;ckmeldung Einsatztstelle: Taucher im Wasser angekommen,\
Landeinheiten im Industriegebiet angekommen, beginnen KFZ-&Uuml;bung";"2023-05-18 12:57:00";"WRZ 3 KDoW";"";"";"2023-05-18 12:57:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 12:57:14"
34;"";"0000-00-00 00:00:00";"";"2023-05-18 12:59:00";"";"2023-05-18 13:04:00";"fm2";"A";34;"";"";"Fu";"";"";"";"";"AL Bigge ZTrF  ";"f";"";"Zitat: von E 31 \
&quot;Frage: Welcher Zugtruppf&uuml;hrer ist an der Slipstelle Alperscheid?&quot;\
\
WRZ 3, Personalien liegen noch nicht vor";"2023-05-18 12:59:00";"EAL DLRG WE";"s2";"S2";"2023-05-18 13:04:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:03:43"
35;"Fu";"2023-05-18 13:03:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";35;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"R&uuml;ckmeldung: 2 Taucher im Wasser\
\
Frage: Wo k&ouml;nnen die Taucher nach dem Einsatz Luft bekommen ?";"2023-05-18 13:03:00";"WRZ 4 KdoW";"";"";"2023-05-18 13:03:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:03:25"
36;"Fu";"2023-05-18 13:08:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";36;"AL Bigge ZTrF";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Bindemittel an Trupp 2-1 des WRZ 3 &uuml;bergeben.";"2023-05-18 13:08:00";"AL Bigge ZTrF";"";"";"2023-05-18 13:08:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:07:48"
37;"Fu";"2023-05-18 13:09:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";37;"WRZ 7 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 7 verlegt zur Einsatzstelle, prim&auml;r zur Slipstelle";"2023-05-18 13:09:00";"WRZ 7 KdoW";"";"";"2023-05-18 13:09:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:09:00"
38;"Fu";"2023-05-18 13:11:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";38;"Steuerer 1 Abschnitt 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"2. Einsatzstelle erreicht";"2023-05-18 13:11:00";"Steuerer 1 Abschnitt 1";"";"";"2023-05-18 13:11:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:11:35"
39;"";"0000-00-00 00:00:00";"";"2023-05-18 13:12:00";"";"2023-05-18 13:17:00";"fm3";"A";39;"";"";"";"";"";"";"";"WRZ 7";"f";"";"Erbitten umgehend St&auml;rkemeldung";"2023-05-18 13:12:00";"EAL DLRG WE";"s2";"S2";"2023-05-18 13:17:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:16:36"
40;"Fu";"2023-05-18 13:12:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";40;"KooSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"eintreffend an Schule Wenden";"2023-05-18 13:12:00";"KooSt";"";"";"2023-05-18 13:12:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:12:32"
41;"Fu";"2023-05-18 13:18:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";41;"WRZ 7 KdoW";"";"";"";"";"";"";"EAL DLRG WE  S2";"f";"";"Zitat: von A 39 \
&quot;Erbitten umgehend St&auml;rkemeldung&quot;\
\
ST&Auml;RKEMELDUNG: 1-10-36 // 47";"2023-05-18 13:18:00";"WRZ 7 Kdow";"s2";"S2";"2023-05-18 13:18:00";"fm3";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:18:05"
42;"";"0000-00-00 00:00:00";"";"2023-05-18 13:19:00";"";"2023-05-18 13:21:00";"fm1";"A";42;"";"";"";"";"";"";"";"WRZ 4 KdoW  ";"f";"";"Zitat: von E 35 \
&quot;R&uuml;ckmeldung: 2 Taucher im Wasser\
\
Frage: Wo k&ouml;nnen die Taucher nach dem Einsatz Luft bekommen ?&quot;\
\
ANTWORT: Bedarfsmeldung mit konkreter Anzahl der zu f&uuml;llenden Flaschen bis 181700may23 an EAL";"2023-05-18 13:19:00";"EAL DLRG WE";"s14";"S1S4";"2023-05-18 13:21:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_gn,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:20:50"
43;"Fu";"2023-05-18 13:28:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";43;"WRZ 3 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lagemeldung:\
Wasserseitige Erkundung abgeschlossen.\
Botte verlegen zur Slipstelle, f&uuml;hren Fahrman&ouml;ver durch bis die KFZ-&Uuml;bung abgeschlossen ist.";"2023-05-18 13:28:00";"WRZ 3 KDoW";"";"";"2023-05-18 13:28:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:28:02"
44;"Fu";"2023-05-18 13:45:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";44;"WRZ 10 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"St&auml;rke 1/9/33//43, verlegt zur Listerhalle, Verfahren dort nach Anweisung.";"2023-05-18 13:45:00";"WRZ 10 KDoW";"";"";"2023-05-18 13:45:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:45:35"
45;"Fu";"2023-05-18 13:46:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";45;"WRZ 7 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Einsatzstelle Slipstelle - es wird erkundet";"2023-05-18 13:46:00";"WRZ 7 KdoW";"";"";"2023-05-18 13:46:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:46:29"
46;"Fu";"2023-05-18 13:57:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";46;"Haltern 40 - Fernerkundung";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Haben Position bezogen und den Livestream gestartet.\
\
Eine Einwahl ist jetzt m&ouml;glich.";"2023-05-18 13:57:00";"Haltern 40 - Fernerkundung";"";"";"2023-05-18 13:57:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 13:57:30"
47;"Fu";"2023-05-18 14:21:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";47;"WRZ 7 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Wir haben mit dem Slippen begonnen.";"2023-05-18 14:21:00";"WRZ 7 KdoW";"";"";"2023-05-18 14:21:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 14:21:23"
48;"Fe";"2023-05-18 14:21:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";48;"WRZ 3 KDoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Landeinheiten mit St&auml;rke von 0/5/14//19 begeben sich zur Slipstelle\
Botte machen sich slipbereit, und slippen dann, Taucher begeben sich aus dem Wasser raus, machen sich dann genau wie die Boote abmarschbereit.\
\
Probleme mit dem Funkger&auml;t, EAL war nicht erreichbar, vermuten, dass es am Empfang liegt, sind in der N&auml;he einer Br&uuml;cke.";"2023-05-18 14:21:00";"WRZ 3 KDoW";"";"";"2023-05-18 14:21:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2023-05-18 14:21:30"
