18;"Fu";"2022-05-26 10:22:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";18;"S4";"";"";"";"";"";"";"EAL DLRG WE  S1S4";"f";"";"Nummer: 7033\
\
Zitat: von A 17 \
&quot;Ben&ouml;tigen Schnellwahl-Nummer f&uuml;r die TMO-Gruppe S03 f&uuml;r S4.&quot;\
";"2022-05-26 10:22:00";"FmBSt";"dk";"S1S4";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
19;"Fu";"2022-05-26 10:25:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";19;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Eintreffen an Einsatzstelle; KdoW erkundet";"2022-05-26 10:25:00";"WRZ 2";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
20;"Fu";"2022-05-26 10:28:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";20;"";"";"";"";"WRZ 9";"";"";"EAL DLRG WE";"f";"";"WRZ 9 an Einsatzstelle eingetroffen; Beginn mit Erkundung";"2022-05-26 10:28:00";"WRZ 9";"";"";"0000-00-00 00:00:00";"";"S2_rt,";\N;\N;4;"f";"f";"";"f";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
21;"Fu";"2022-05-26 10:34:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";21;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lagemeldung:\
\
1 PKW versunken \
1 Person gerettet \
1 Person vermisst";"2022-05-26 10:34:00";"WRZ 2";"";"";"2022-05-26 10:34:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 10:33:49"
22;"Fu";"2022-05-26 10:35:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";22;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Ankunft an Einsatzstelle\
Beginn Erkundung";"2022-05-26 10:35:00";"WRZ 7";"";"";"2022-05-26 10:35:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 10:34:57"
23;"Fu";"2022-05-26 10:36:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";23;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 1 ist an der Einsatzstelle eingetroffen und beginnt mit der Erkundung";"2022-05-26 10:36:00";"WRZ 1";"";"";"2022-05-26 10:36:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 10:35:56"
24;"Fu";"2022-05-26 10:40:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";24;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Ben&ouml;tigt:\
2* RTW\
1* NEF";"2022-05-26 10:40:00";"WRZ 2";"";"";"2022-05-26 10:40:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 10:39:47"
25;"Fu";"2022-05-26 10:41:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";25;"WRZ 9";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Erkundungsinfo WRZ 9: \
- unklare Lage am Silbersee\
- Mehrere Personen n&ouml;rdliche Seeseite\
- Weitere Erkundung von der Wasserseite ";"2022-05-26 10:41:00";"WRZ 9";"";"";"2022-05-26 10:41:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 10:42:13"
26;"Fu";"2022-05-26 10:45:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";26;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lage: \
\
bis jetzt noch keine Erkenntnisse, erkunden weiter";"2022-05-26 10:45:00";"WRZ 7";"";"";"2022-05-26 10:45:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 10:44:52"
27;"";"0000-00-00 00:00:00";"";"2022-05-26 10:49:00";"";"2022-05-26 10:58:00";"fm1";"A";27;"";"";"";"";"";"";"";"WRZ 2  ";"f";"";"R&uuml;ckmeldung von der Leitstelle M&uuml;nster:\
\
Ca. 20 Minuten bis eintrffen\
\
Zitat: von E 24 \
&quot;Ben&ouml;tigt:\
2* RTW\
1* NEF&quot;\
";"2022-05-26 10:49:00";"EAL DLRG WE";"bvi";"S3S6";"2022-05-26 10:58:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_gn,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 10:58:06"
28;"";"0000-00-00 00:00:00";"";"2022-05-26 11:00:00";"";"2022-05-26 11:01:00";"fm3";"A";28;"";"";"";"";"";"Me";"";"Koost Westfalen";"f";"";"Als Abl&ouml;sung f&uuml;r Morgen  3 WRZ NRW alarmieren mit Eintreffzeit 270815Mai2022 mit bekannten Sammelr&auml;umen.";"2022-05-26 11:00:00";"EAL DLRG WE";"bvc";"EL";"2022-05-26 11:01:00";"fm3";"S2_rt,EL_gn,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:01:07"
29;"Fe";"2022-05-26 11:03:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";29;"KooSt";"";"";"";"";"Me";"";"EAL DLRG WE  EL";"f";"";"KooSt alarmiert\
\
\
Zitat: von A 28 \
&quot;Als Abl&ouml;sung f&uuml;r Morgen  3 WRZ NRW alarmieren mit Eintreffzeit 270815Mai2022 mit bekannten Sammelr&auml;umen.&quot;\
";"2022-05-26 11:03:00";"Koost Westfalen";"bvc";"EL";"2022-05-26 11:03:00";"fm3";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:02:43"
30;"Fu";"2022-05-26 11:06:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";30;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lagemmeldung:\
\
Bootsgruppe 2 an WRZ 7 abgegeben\
WRZ 2 erh&auml;lt Tauchgruppe von WRZ 7\
";"2022-05-26 11:06:00";"WRZ 2";"";"";"2022-05-26 11:06:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:06:16"
31;"Fu";"2022-05-26 11:07:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";31;"EAL DLRG WE";"";"";"";"";"@";"";"FmBst";"f";"";"Lagemeldung per E-Mail verschickt. \
Tel. R&uuml;ckmeldung der KLS RE positiv\
Tel. R&uuml;ckmeldung der KLS MS positiv\
\
Zitat: von A 16 \
&quot;Lagemeldung liegt im Ordner F:&amp;#65533;1_f&uuml;r_Alle&Uuml;bung 2022Lagemeldungen.\
Diese bitte umgehend and Verteiler gem&auml;&szlig;e Meldung per Mail versenden und den Lagedienst der Leitstellen telefonisch kontaktieren. &quot;\
";"2022-05-26 11:07:00";"EAL DLRG WE";"bvc";"EL";"2022-05-26 11:07:00";"fm1";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:06:43"
32;"Fu";"2022-05-26 11:07:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";32;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Melden:\
- Boote geslippt\
- 1 Boot zur Erkundung";"2022-05-26 11:07:00";"WRZ 1";"";"";"2022-05-26 11:07:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:07:27"
33;"Fu";"2022-05-26 11:09:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";33;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lagemeldung:\
- Anderseite des Kanals 5 Personen bemerkbar gemacht.\
- Ben&ouml;tigen noch Raft-Boot.\
";"2022-05-26 11:09:00";"WRZ 7";"";"";"2022-05-26 11:09:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:08:47"
34;"";"0000-00-00 00:00:00";"";"2022-05-26 11:13:00";"";"2022-05-26 11:15:00";"fm3";"A";34;"";"";"";"";"";"";"";"WRZ 7  ";"f";"";"Raft-Boot wird zugef&uuml;hrt, kommt.\
\
Zitat: von E 33 \
&quot;Lagemeldung:\
- Anderseite des Kanals 5 Personen bemerkbar gemacht.\
- Ben&ouml;tigen noch Raft-Boot.\
&quot;\
";"2022-05-26 11:13:00";"EAL DLRG WE";"dsc";"S2";"2022-05-26 11:15:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:14:58"
35;"Fu";"2022-05-26 11:17:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";35;"";"";"";"";"";"";"";"EAL DLRG WE  S2";"f";"";"Meldung aufgenommen.\
\
Zitat: von A 34 \
&quot;Raft-Boot wird zugef&uuml;hrt, kommt.\
\
Zitat: von E 33 \
&quot;Lagemeldung:\
- Anderseite des Kanals 5 Personen bemerkbar gemacht.\
- Ben&ouml;tigen noch Raft-Boot.\
&quot;\
&quot;\
";"2022-05-26 11:17:00";"WRZ 7  ";"dsc";"S2";"2022-05-26 11:17:00";"fm3";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:17:16"
36;"Fu";"2022-05-26 11:17:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";36;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"1. Lagemeldung\
\
Einsatz 1 : Personensuche 2 vermisste Jugendliche im Wasser\
\
Einsatz 2 : Sandsackverbau, Sicherung von 2 Silos durch Sands&auml;cke";"2022-05-26 11:17:00";"WRZ 1";"";"";"2022-05-26 11:17:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:17:20"
37;"Fu";"2022-05-26 11:21:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";37;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"- 2*RTW; 1* NEF eintreffen\
- warten auf Taucher von WRZ7 &uuml;ber Wasser mittels einer Bootsgruppe von WRZ 2";"2022-05-26 11:21:00";"WRZ 2";"";"";"2022-05-26 11:21:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:21:11"
38;"Fu";"2022-05-26 11:22:00";"fm4";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";38;"FmBst";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Die E-Mail mit der Lagemeldung 261000Mai2022 muss f&uuml;r die &Uuml;bungsleitung noch freigegeben werden.\
----\
Ihre Mail an 'Westfalen-uebungsleitung' mit dem Subject/Betreff\
\
    Lagemeldung 261000Mai2022\
\
wird zurueckgehalten, bis der Listenmoderator Ihre E-Mail genehmigt.\
----\
";"2022-05-26 11:22:00";"FmBst";"";"";"2022-05-26 11:22:00";"fm4";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:21:36"
39;"Fu";"2022-05-26 11:22:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";39;"";"";"";"";"WRZ 9";"";"";"EAL DLRG WE";"f";"";"R&uuml;ckmeldung:\
- 5 Personen auf der Nordseite des Silbersee.\
- Boote im Einsatz.\
- Hochwasserboote werden verlegen zwecks Aufnahme.";"2022-05-26 11:22:00";"WRZ 9";"";"";"2022-05-26 11:22:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:22:48"
40;"Fe";"2022-05-26 11:34:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";40;"Koost";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"3 WRZ f&uuml;r morgen 27mai22 wurden alarmiert ";"2022-05-26 11:34:00";"Koost";"";"";"2022-05-26 11:34:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:34:08"
41;"";"0000-00-00 00:00:00";"";"2022-05-26 11:36:00";"";"2022-05-26 11:36:00";"fm1";"A";41;"";"";"";"";"";"";"";"FmBst  ";"f";"";"Ist eingesteuert\
\
Zitat: von E 38 \
&quot;Die E-Mail mit der Lagemeldung 261000Mai2022 muss f&uuml;r die &Uuml;bungsleitung noch freigegeben werden.\
----\
Ihre Mail an 'Westfalen-uebungsleitung' mit dem Subject/Betreff\
\
    Lagemeldung 261000Mai2022\
\
wird zurueckgehalten, bis der Listenmoderator Ihre E-Mail genehmigt.\
----\
&quot;\
";"2022-05-26 11:36:00";"EAL DLRG WE";"bvi";"S3S6";"2022-05-26 11:36:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_gn,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:36:26"
42;"Fu";"2022-05-26 11:36:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";42;"WRZ 1";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"R&uuml;ckmeldung:\
- Einsatzabschnitte eingerichtet.\
- Einsatzabschnitt 1: Menschen suche.\
- Einsatzabschnitt 2: Sandsack-verbau";"2022-05-26 11:36:00";"WRZ 1";"";"";"2022-05-26 11:36:00";"fm2";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:35:48"
43;"Fu";"2022-05-26 11:43:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";43;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Frage: \
\
k&ouml;nnen wir direkten Kontakt mit dem WRZ 7 aufnehmen, Zwecks Abstimmung mit den Tauchern";"2022-05-26 11:43:00";"WRZ 2";"";"";"2022-05-26 11:43:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:42:56"
44;"";"0000-00-00 00:00:00";"";"2022-05-26 11:46:00";"";"2022-05-26 11:47:00";"fm1";"A";44;"";"";"";"";"";"";"";"WRZ 2  ";"f";"";"Freigabe durch EAL erteilt\
\
Zitat: von E 43 \
&quot;Frage: \
\
k&ouml;nnen wir direkten Kontakt mit dem WRZ 7 aufnehmen, Zwecks Abstimmung mit den Tauchern&quot;\
";"2022-05-26 11:46:00";"EAL DLRG WE";"bvi";"S3S6";"2022-05-26 11:47:00";"fm1";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_gn,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:47:30"
45;"Fu";"2022-05-26 11:55:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";45;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lage: Raft eingetroffen; Personenrettung beginnt, 25 Betroffene, Tauchgruppe wird zum WRZ 2 verbracht\
Nachforderung: 1*RTW";"2022-05-26 11:55:00";"WRZ 7";"";"";"2022-05-26 11:55:00";"fm3";"S2_rt,EL_bl,UEL_bl,S1S4_bl,S3S6_bl,S5_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2022-05-26 11:55:33"
