11;"Fu";"2018-05-10 10:21:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";11;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ 2 ist der EAL in der St&auml;rke 2/11/40/53 unterstellt.";"2018-05-10 10:21:00";"WRZ 2";"";"";"2018-05-10 10:22:00";"si1";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 10:22:01"
12;"Fu";"2018-05-10 10:23:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";12;"WRZ 6 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 6 verl&auml;sst Sammelraum in St&auml;rke 2/11/40//53.";"2018-05-10 10:23:00";"WRZ  6";"";"";"2018-05-10 10:26:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 10:26:03"
13;"Fu";"2018-05-10 10:30:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";13;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ 7 setzt sich in der St&auml;rke 1/11/41/53 Richtung Kanuclub Mahl in Bewegung.";"2018-05-10 10:30:00";"WRZ 7";"";"";"2018-05-10 10:42:00";"si1";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 10:41:50"
14;"Fu";"2018-05-10 10:37:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";14;"WRZ 9";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 9 verl&auml;&szlig;t Sammelraum in der St&auml;rke 1/11/41//53 in Richtung Einsatzort";"2018-05-10 10:37:00";"WRZ 9";"";"";"2018-05-10 10:42:00";"si1";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 10:41:39"
15;"Fu";"2018-05-10 10:39:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";15;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ 2 ist auf der Anfahrt zur Schleuse nach Gelsenkirchen in der St&auml;rke 2/11/40/53. Fahrt mit Beleuchtungsstufe 3";"2018-05-10 10:39:00";"WRZ 2";"";"";"2018-05-10 10:41:00";"si1";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 10:41:29"
16;"Fu";"2018-05-10 10:52:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";16;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 7 am Kanuclub Marl eingetroffen";"2018-05-10 10:52:00";"WRZ 7";"";"";"2018-05-10 10:53:00";"si1";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 10:52:39"
17;"Fu";"2018-05-10 10:56:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";17;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Eintreffen an der Schleuse. Beginnen mit der Aufstellung und einweisen der Fahrzeuge. Noch kein Slippen der Boote.";"2018-05-10 10:56:00";"WRZ 2";"";"";"2018-05-10 11:01:00";"si1";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:01:31"
18;"Me";"2018-05-10 11:03:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";18;"FmBSt";"";"";"";"";"";"";"S1 S4";"f";"";"Fileserver mit Dropbox l&auml;uft";"2018-05-10 11:03:00";"FmBSt";"";"";"2018-05-10 11:05:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:05:10"
19;"Fu";"2018-05-10 11:04:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";19;"WRZ 9";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 9 ist am Einsatzort eingetroffen";"2018-05-10 11:04:00";"WRZ 9";"";"";"2018-05-10 11:05:00";"si1";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:04:59"
20;"Me";"2018-05-10 11:04:00";"s14";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";20;"";"";"";"";"";"";"";"S1";"t";"";"Unfallmeldung: Dennis Hoffmann ist am 09.05.18 um 08:30 mit dem linken Fu&szlig; bei T&auml;tigkeiten f&uuml;r die &Uuml;bung umgeknickt";"2018-05-10 11:04:00";"EAL DLRG WE";"s14";"S1S4";"2018-05-10 11:05:00";"si1";"S2_rt,S1S4_bl,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:04:47"
21;"Me";"2018-05-10 11:05:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";21;"FmBSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Materialanforderung f&uuml;r FmBSt:\
1 Sp&uuml;lschwamm\
1 Kiste Getr&auml;nke gemischt (Alkoholfrei)\
";"2018-05-10 11:05:00";"FmBSt";"";"";"2018-05-10 11:06:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:06:11"
22;"Fe";"2018-05-10 11:10:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";22;"Koost";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Sind fertig\
packen jetzt zusammen und sich nur noch &uuml;ber Draht erreichbar\
fahren mit der St&auml;rke 1/1/3//5 in den Bereitstellungsraum";"2018-05-10 11:10:00";"Koost";"";"";"2018-05-10 11:23:00";"si1";"S2_rt,EL_bl,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:23:31"
23;"Me";"2018-05-10 11:15:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";23;"FmBSt";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"1 Kiste Cola, Famta, Sprite gemischt in die FmBSt";"2018-05-10 11:15:00";"FmBSt";"";"";"2018-05-10 11:23:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:23:00"
24;"";"0000-00-00 00:00:00";"";"2018-05-10 11:22:00";"";"2018-05-10 11:29:00";"fm3";"A";24;"";"";"";"";"";"";"";"FmBSt  ";"f";"";"Kiste Wasser ist beauftragt\
\
Zitat: von E 21 \
&quot;Materialanforderung f&uuml;r FmBSt:\
1 Sp&uuml;lschwamm\
1 Kiste Getr&auml;nke gemischt (Alkoholfrei)\
&quot;\
";"2018-05-10 11:22:00";"EAL DLRG WE";"s14";"S1S4";"2018-05-10 11:35:00";"si1";"S2_rt,S1S4_bl,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:34:51"
25;"";"0000-00-00 00:00:00";"";"2018-05-10 11:29:00";"";"2018-05-10 11:49:00";"fm2";"A";25;"";"";"";"";"";"Fe";"";"S1";"f";"";"Wir ben&ouml;tigen noch die St&auml;rkemeldung des Zuges BR.";"2018-05-10 11:29:00";"EAL DLRG WE";"s2";"S2";"2018-05-10 11:53:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:52:49"
26;"";"0000-00-00 00:00:00";"";"2018-05-10 11:30:00";"";"2018-05-10 11:36:00";"fm1";"A";26;"";"";"Me";"";"";"";"";"L FmBSt";"f";"";"erbitte St&auml;rkemeldung der FmBSt.\
(Tobi ist als S6 im Stab ber&uuml;cksichtigt)";"2018-05-10 11:30:00";"EAL DLRG WE";"s14";"S1S4";"2018-05-10 11:40:00";"si1";"S2_rt,S1S4_bl,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:40:30"
27;"Me";"2018-05-10 11:37:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";27;"L FMBST";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"St&auml;rke der FMBST ist 0/4/3//7";"2018-05-10 11:37:00";"L FMBST";"";"";"2018-05-10 11:40:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:39:44"
28;"Fu";"2018-05-10 11:49:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";28;"WRZ 6";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ 6 ist an der Einsatzstelle angekommen und beginnt mit dem Slippen der Boote. Danach werden die Boote ein Man&ouml;ver fahren. ";"2018-05-10 11:49:00";"WRZ 6";"";"";"2018-05-10 11:53:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:52:36"
29;"Fu";"2018-05-10 11:56:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";29;"BER";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Die St&auml;rke f&uuml;r den Zug der den BER betreut ist 1/6/13/20.\
Die St&auml;rke der &Uuml;L muss dort abgefragt werden.";"2018-05-10 11:56:00";"BER";"";"";"2018-05-10 11:59:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 11:58:37"
30;"";"0000-00-00 00:00:00";"";"2018-05-10 11:58:00";"";"2018-05-10 12:08:00";"fm2";"A";30;"";"";"";"";"";"";"";"an 2.Zug; 6.Zug; 7.Zug; 9.Zug";"f";"";"Frage an die Z&uuml;ge: welcher Zug ben&ouml;tigt L&ouml;ffel f&uuml;r die Mittagsverpflegung bzw. hat eigene L&ouml;ffel vorr&auml;tig?";"2018-05-10 11:58:00";"EAL DLRG WE";"s14";"S1S4";"2018-05-10 12:16:00";"si1";"S2_rt,S1S4_bl,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:16:06"
31;"Fu";"2018-05-10 12:10:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";31;"WRZ 2, WRZ 6, WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"F&uuml;r die heutige Mittagsverpflegung sind ausreichend L&ouml;ffel in den Z&uuml;gen vorhanden.";"2018-05-10 12:10:00";"WRZ 2, WRZ 6, WRZ 7";"";"";"2018-05-10 12:16:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:15:56"
32;"Fu";"2018-05-10 12:11:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";32;"WRZ 9";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Es werden L&ouml;ffel f&uuml;r die heutige Mittagsverpflegung ben&ouml;tigt.";"2018-05-10 12:11:00";"WRZ 9";"";"";"2018-05-10 12:13:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:12:55"
33;"Fu";"2018-05-10 12:13:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";33;"WRZ 6";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Neue St&auml;rke:\
\
Taucher verlegen zum Nordsternpark in der St&auml;rke 1/2/7//10\
\
Restlicher Zug verbleibt vor Ort in der St&auml;rke 1/9/33//43";"2018-05-10 12:13:00";"WRZ 6";"";"";"2018-05-10 12:17:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:17:05"
34;"Fu";"2018-05-10 12:13:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";34;"WZR 6";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Taucher und Boote sind im Wasser und f&uuml;hren &Uuml;bungsman&ouml;ver durch";"2018-05-10 12:13:00";"WRZ 6";"";"";"2018-05-10 12:16:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:16:20"
35;"Fu";"2018-05-10 12:20:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";35;"BR";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Nachfrage aktuelle Adresse WRZ 9 zur Material&uuml;bergabe";"2018-05-10 12:20:00";"BR";"";"";"2018-05-10 12:30:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:30:28"
36;"Fu";"2018-05-10 12:21:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";36;"BR";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"BR hat den nicht mehr vorhandenen Bedarf des WRZ9 an L&ouml;ffeln mitgeh&ouml;rt und cancelt den Materialtransport zum WRZ9.";"2018-05-10 12:21:00";"BR";"";"";"2018-05-10 12:30:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:30:18"
37;"Fu";"2018-05-10 12:21:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";37;"WRZ 9";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Keine Hilfe ben&ouml;tigt";"2018-05-10 12:21:00";"WRZ 9";"";"";"2018-05-10 12:30:00";"si1";"S2_rt,EL_bl,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:29:56"
38;"Fu";"2018-05-10 12:34:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";38;"S 5";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"S5: Presse in St&auml;rke 0/1/5//6 vor Ort";"2018-05-10 12:34:00";"S 5";"";"";"2018-05-10 12:35:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 12:35:23"
39;"Fu";"2018-05-10 13:14:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";39;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Alle Boote im Wasser";"2018-05-10 13:14:00";"WRZ 2";"";"";"2018-05-10 13:17:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 13:17:28"
40;"Fu";"2018-05-10 13:28:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";40;"WRZ 9 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Alle Boote im Wasser";"2018-05-10 13:28:00";"WRZ 9";"";"";"2018-05-10 13:30:00";"si1";"S2_rt,S1S4_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 13:29:36"
41;"Fe";"2018-05-10 13:30:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";41;"Begleiter WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Bitte R&uuml;ckruf bei Spieker Bernd	0160 4439699\
";"2018-05-10 13:30:00";"Begleiter WRZ 2 (B. Spieker)";"";"";"2018-05-10 13:30:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"Rückruf ist erfolgt";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 13:55:27"
42;"Fu";"2018-05-10 13:32:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";42;"WRZ 7 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Lagemeldung des 7. WRZ:\
Boote im Wasser\
Taucher im Wasser\
WRZ verpflegt";"2018-05-10 13:32:00";"WRZ 7";"";"";"2018-05-10 13:38:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 13:38:27"
43;"";"0000-00-00 00:00:00";"";"2018-05-10 13:38:00";"";"2018-05-10 13:41:00";"fm1";"A";43;"";"";"";"";"";"";"";"2.WRZ; 6.WRZ; 7.WRZ; 9.WRZ";"f";"";"Hinweis: ben&ouml;tigtes Tanken bitte vor gemeinschaftlichem Eintreffen im Bereitstellungsraum als Zug selbst organisieren. Weiter melden Sie uns ca.10 Min vorher ihre Eintreffzeit im BR.";"2018-05-10 13:38:00";"EAL DLRG WE";"s14";"S1S4";"2018-05-10 13:43:00";"si1";"S2_rt,S1S4_gn,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 13:42:56"
44;"Fu";"2018-05-10 14:07:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";44;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Slippen der Boote hat begonnen, erste Bootsgruppe hat das Wasser bereits komplett verlassen.";"2018-05-10 14:07:00";"WRZ 2";"";"";"2018-05-10 14:08:00";"si1";"S2_rt,S1S4_bl,S1S4_gn,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 14:08:26"
45;"Fu";"2018-05-10 14:13:00";"fm1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";45;"WRZ 9 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 9 hat mit dem rausslippen der Boote begonnen.";"2018-05-10 14:13:00";"WRZ 9";"";"";"2018-05-10 14:15:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 14:14:50"
46;"Fu";"2018-05-10 14:15:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";46;"WRZ 6";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Das Wasser wurde verlassen und es wird mit der Aufnahme der Verpflegung begonnen.";"2018-05-10 14:15:00";"WRZ 6";"";"";"2018-05-10 14:15:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 14:15:30"
47;"Fu";"2018-05-10 14:33:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";47;"WRZ 7";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Anfrage nach der Adresse des Bereitstellungsraumes zwecks Planung/ Tanken/ Anfahrt. Alternativ sind UTM Koordinaten auch m&ouml;glich.";"2018-05-10 14:33:00";"WRZ 7";"";"";"2018-05-10 14:40:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"32U LB 86886 / 99721";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 14:39:45"
48;"Fu";"2018-05-10 14:39:00";"fm3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";48;"WRZ 6";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Sind bei der Verpflegung und m&uuml;ssen/ werden vor dem Einr&uuml;cken noch Tanken.";"2018-05-10 14:39:00";"WRZ 6";"";"";"2018-05-10 14:40:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 14:40:23"
49;"";"0000-00-00 00:00:00";"";"2018-05-10 14:45:00";"";"2018-05-10 14:51:00";"fm3";"A";49;"";"";"";"";"";"";"";"An den 7.WRZ";"f";"";"Der Bereitstellungsraum befindet sich auf der UTM Koor.:\
32U LB 86886 / 99721\
Die Postanschrift der Schule ist: Willy-Brandt-Strasse 2 in Witten";"2018-05-10 14:45:00";"EAL DLRG WE";"s14";"S1S4";"2018-05-10 14:52:00";"si1";"S2_rt,S1S4_bl,S1S4_gn,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 14:52:01"
50;"";"0000-00-00 00:00:00";"";"2018-05-10 14:56:00";"";"2018-05-10 15:05:00";"fm3";"A";50;"";"";"";"";"";"";"";"An 7.WRZ";"f";"";"Erg&auml;nzung zur Meldung A49 / Adresse Bereistellungsraum.\
\
Holzkampstr. 88 in 58453 Witten";"2018-05-10 14:56:00";"EAL DLRG WE";"s14";"S1S4";"2018-05-10 15:07:00";"si1";"S2_rt,S1S4_gn,";"Adresse ist für die Navieingabe";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 15:06:40"
51;"Fu";"2018-05-10 15:02:00";"fm2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";51;"WRZ 2";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ 2 hat alle Boote aus dem Wasser und ist Abmarschbereit.\
\
Der WRZ 2 verlegt selbstst&auml;ndig zum tanken.\
\
Die aktuelle St&auml;rke: 2/10/41//53";"2018-05-10 15:02:00";"WRZ 2";"";"";"2018-05-10 15:02:00";"si1";"S2_rt,S1S4_bl,S3S6_bl,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2018-05-10 15:02:33"
