11;"Fu";"2017-05-25 12:56:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";11;"WRZ 10";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"landseitige Verlegung des Zuges abgeschlossen. Am Ziel &quot;Rheinerstra&szlig;e neben Spedition Bergschneider&quot; angekommen. Dort Halt bis wasserseite Verlegung abgeschlossen zur Nahrungsaufgabe.";"2017-05-25 12:56:00";"WRZ 10";"";"";"2017-05-25 14:47:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:47:29"
12;"Fu";"2017-05-25 13:00:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";12;"Bereitstellung";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der 4. WRZ ist mit 1 / 10 / 38 //49 um 12:38 Uhr vom Hof gefahren. ";"2017-05-25 13:00:00";"Bereitstellung";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:47:37"
13;"Fu";"2017-05-25 13:02:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";13;"WRZ 8 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Wir verlassen den BR und starten das Szenario Forrest Gump.\
St&auml;rke 1/11/41//53";"2017-05-25 13:02:00";"WRZ 8 KdoW";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:47:41"
14;"Fu";"2017-05-25 13:04:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";14;"Bereitstellung";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 8 ist mit St&auml;rke 1/11/41//53 ausger&uuml;ckt\
Logistik Trupp des WRZ 10 ist ebenfalls mit St&auml;rke 0/1/3//4 ausger&uuml;ckt";"2017-05-25 13:04:00";"Bereitstellung";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:47:49"
15;"Fu";"2017-05-25 13:08:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";15;"WRZ 3 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Boote und Autos sind an Slippstelle Uffeln Obersteinbeck eingetroffen.";"2017-05-25 13:08:00";"WRZ 3";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:47:54"
16;"Fu";"2017-05-25 13:20:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";16;"WRZ 3 Kdow";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Boote sind wieder eingetroffen, Slippvorgang wird begonnen, anschlie&szlig;end wird Verpflegung aufgenommen.\
Zuz&uuml;glich zu den Booten sind auch MTF 51 und die weiteren Kfz eingetroffen.\
Aktuelle St&auml;rke: 1/10/37//48";"2017-05-25 13:20:00";"WRZ 3 KdoW";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:01"
17;"";"0000-00-00 00:00:00";"";"2017-05-25 13:24:00";"";"2017-05-25 13:27:00";"aw1";"A";17;"";"";"";"";"";"";"";"WRZ 3 KdoW";"f";"";"Was ist ein MTF51";"2017-05-25 13:24:00";"EAL DLRG WE";"s2";"S2";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:06"
18;"";"0000-00-00 00:00:00";"";"2017-05-25 13:26:00";"";"2017-05-25 13:31:00";"aw2";"A";18;"Bereitstellung";"";"Fu";"";"";"Fu";"";"Bereitstellung";"f";"";"Abfrage der St&auml;rker der Bereitstellung";"2017-05-25 13:26:00";"EAL DLRG WE";"s36";"S3S6";"2017-05-25 14:48:00";"si";"S2_rt,S3S6_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:11"
19;"Fu";"2017-05-25 13:29:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";19;"WRZ 8 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Einsatzstelle erreicht. Erkundung l&auml;uft.";"2017-05-25 13:29:00";"WRZ 8 KdoW";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:15"
20;"Fu";"2017-05-25 13:32:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";20;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 4 ist an Slippstelle angekommen, Verpflegung wird aufgenommen.";"2017-05-25 13:32:00";"WRZ 4 KdoW";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:20"
21;"Fu";"2017-05-25 13:32:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";21;"WRZ 10";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Boote haben Treffpunkt erreicht, Taucher gehen ins Wasser;\
\
Verpflegung wird aufgenommen";"2017-05-25 13:32:00";"EAL DLRG WE";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:25"
22;"";"0000-00-00 00:00:00";"";"2017-05-25 13:41:00";"";"2017-05-25 13:45:00";"aw2";"A";22;"WRZ 3";"";"Fu";"";"";"Fu";"";"Nils";"f";"";"Test";"2017-05-25 13:41:00";"EAL DLRG WE";"s36";"S3S6";"2017-05-25 14:48:00";"si";"S2_rt,S3S6_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:29"
23;"Fu";"2017-05-25 13:45:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";23;"WRZ 3 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 3 verl&auml;sst Slippstelle und sucht anderen Ort zur Verpflegung.";"2017-05-25 13:45:00";"WRZ 3 KdoW";"";"";"2017-05-25 14:48:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:35"
24;"Fu";"2017-05-25 13:47:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";24;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Neue St&auml;rkemeldung: 1/10/39//50";"2017-05-25 13:47:00";"WRZ 4 KdoW";"";"";"2017-05-25 14:23:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:23:34"
25;"Fu";"2017-05-25 13:54:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";25;"WRZ 8";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"erste Bootsgruppe hat geslippt weitere folgen";"2017-05-25 13:54:00";"WRZ 8";"";"";"2017-05-25 14:49:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:39"
26;"";"0000-00-00 00:00:00";"";"2017-05-25 14:03:00";"";"2017-05-25 14:13:00";"aw2";"A";26;"alle WRZ";"";"Fu";"";"";"Fu";"";"an alle WRZ";"f";"";"heute Abend findet um 21:00 in der Mensa eine Hygiene Folgebelehrung statt. Melden Sie der BerF&uuml; Ihren Bedarf.";"2017-05-25 14:03:00";"EAL DLRG WE";"s14";"S1S4";"2017-05-25 14:23:00";"si";"S2_rt,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:23:23"
27;"Fu";"2017-05-25 14:11:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";27;"WRZ 10";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Benachrichtigung: Eintreffen im Bereitstellungsraum ca. 45 min sp&auml;ter";"2017-05-25 14:11:00";"WRZ 10";"";"";"2017-05-25 14:49:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:44"
28;"";"0000-00-00 00:00:00";"";"2017-05-25 14:15:00";"";"2017-05-25 14:18:00";"aw2";"A";28;"EAL DLRG WE";"";"Fu";"";"";"Fu";"";"WRZ 4";"f";"";"Sie unterst&uuml;tzen jeweils bei den drei Abendmahlzeiten die K&uuml;che von 19:00-21:00 mit je einem Trupp. Melden Sie der BerF&uuml; die eingeteilten Trupps.";"2017-05-25 14:15:00";"EAL DLRG WE";"s14";"S1S4";"2017-05-25 14:49:00";"si";"S2_rt,S1S4_gn,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:51"
29;"Fu";"2017-05-25 14:16:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";29;"WRZ 8";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Der WRZ 8 hat alle Boote im Wasser";"2017-05-25 14:16:00";"WRZ 8";"";"";"2017-05-25 14:23:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:23:02"
30;"Fu";"2017-05-25 14:21:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";30;"WRZ 4";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"der WRZ 4 hat 2 Personen f&uuml;r die Hygenefolgebelehrung";"2017-05-25 14:21:00";"WRZ 4";"";"";"2017-05-25 14:23:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:23:09"
31;"Fu";"2017-05-25 14:23:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";31;"WRZ 4";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 4 meldet die beiden Personen wieder ab, da sie eine Komplettbelehrung ben&ouml;tigen und keine Folgebelehrung";"2017-05-25 14:23:00";"WRZ 4";"";"";"2017-05-25 14:49:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:48:59"
32;"Fu";"2017-05-25 14:25:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";32;"WRZ 10 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Boote haben wieder Fahrt aufgenommen und verlegen zur Slipstelle.";"2017-05-25 14:25:00";"WRZ 10 KdoW";"";"";"2017-05-25 14:49:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:49:04"
33;"Fu";"2017-05-25 14:35:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";33;"WRZ 10 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"KdoW und GW-Ws verlegen zur Slipstelle;\
Taucher und Logistiktrupp verbleiben vor Ort zur Essenaufnahme";"2017-05-25 14:35:00";"WRZ 10 KdoW";"";"";"2017-05-25 14:49:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:49:16"
34;"Fu";"2017-05-25 14:36:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";34;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Beginn Slippvorgang 251420mai2017";"2017-05-25 14:36:00";"WRZ 4 KdoW";"";"";"2017-05-25 14:47:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:46:58"
35;"Fu";"2017-05-25 14:39:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";35;"WRZ 3 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"3.WRZ in Marsch Richtung Bereitstellungsraum, St&auml;rke 1/10/37//48\
vorher Kraftstoffaufnahme, angefahrene Tankstelle wird noch bekannt gegeben";"2017-05-25 14:39:00";"WRZ 3 KdoW";"";"";"2017-05-25 14:46:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:46:19"
36;"Fu";"2017-05-25 14:44:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";36;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Alle Boote im Wasser";"2017-05-25 14:44:00";"WRZ 4 KdoW";"";"";"2017-05-25 14:47:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 14:46:37"
37;"Fu";"2017-05-25 14:58:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";37;"WRZ 3 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Kraftstoffaufnahme an der STAR Tankstelle Osnabr&uuml;cker Str.";"2017-05-25 14:58:00";"WRZ 3 KdoW";"";"";"2017-05-25 15:10:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:10:26"
38;"Fu";"2017-05-25 15:01:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";38;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Fahrzeuge auf dem Weg zur 2. Slipstelle";"2017-05-25 15:01:00";"WRZ 4 KdoW";"";"";"2017-05-25 15:10:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:10:31"
39;"Fu";"2017-05-25 15:03:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";39;"WRZ 10 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Boote werden geslippt";"2017-05-25 15:03:00";"WRZ 10 KdoW";"";"";"2017-05-25 15:11:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:10:36"
40;"Fu";"2017-05-25 15:05:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";40;"WRZ 8 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Die Kfz verlegen landseitig mit Fahrzeugen nach Uffeln Obersteinbeck, die Boote verlgen wasserseitig.";"2017-05-25 15:05:00";"WRZ 8 KdoW";"";"";"2017-05-25 15:11:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:10:43"
41;"Fu";"2017-05-25 15:20:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";41;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Alle Kfz sind an der Slippstelle Riesenbeck angekommen, auf die Boote wird noch gewartet.                        ";"2017-05-25 15:20:00";"WRZ 4 KdoW";"";"";"2017-05-25 15:31:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:30:52"
42;"Fu";"2017-05-25 15:25:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";42;"Bereitstellung";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Die WRZ 3, 4, 8, 10 haben keinen Bedarf an der heute geplanten Hygiene Folgeschulung";"2017-05-25 15:25:00";"Bereitstellung";"";"";"2017-05-25 15:31:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:31:14"
43;"Fu";"2017-05-25 15:26:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";43;"WRZ 8 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Sind an Slippstelle Uffeln Obersteinbeck angekommen und erkunden.";"2017-05-25 15:26:00";"WRZ 8 KdoW";"";"";"2017-05-25 15:31:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:31:22"
44;"Fu";"2017-05-25 15:29:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";44;"WRZ 3 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Kraftstoffaufnahme beendet, WRZ 3 verlegt in den Bereitstellungsraum";"2017-05-25 15:29:00";"WRZ 3 KdoW";"";"";"2017-05-25 15:32:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:31:36"
45;"Fu";"2017-05-25 15:33:00";"aw3";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";45;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Wrz 4 hat mit Slippen an Slippstelle 2 begonnen.";"2017-05-25 15:33:00";"WRZ 4 KdoW";"";"";"2017-05-25 15:34:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:34:21"
46;"Fu";"2017-05-25 15:38:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";46;"WRZ 10 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Slippvorgang beendet\
WRZ 10 f&auml;hrt zum tanken KTS Tankstelle Rheiner Str.";"2017-05-25 15:38:00";"WRZ 10 KdoW";"";"";"2017-05-25 15:38:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:38:23"
47;"Fu";"2017-05-25 15:48:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";47;"Bereitstellung";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 3 in der St&auml;rke 1/10/38//49 im Bereitstellungsraum eingetroffen";"2017-05-25 15:48:00";"Bereitstellung";"";"";"2017-05-25 15:50:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 15:49:38"
48;"Fu";"2017-05-25 16:00:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";48;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 4 slippen beendet";"2017-05-25 16:00:00";"WRZ 4 KdoW";"";"";"2017-05-25 16:05:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 16:05:32"
49;"Fu";"2017-05-25 16:06:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";49;"WRZ 8 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"Slippstelle in Uffeln / Obersteinbeck erreicht,\
es wird erkundet";"2017-05-25 16:06:00";"WRZ 8 KdoW";"";"";"2017-05-25 16:09:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 16:08:42"
50;"Fu";"2017-05-25 16:10:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";50;"WRZ 4 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 4 verlegt in den Bereitstellungsraum";"2017-05-25 16:10:00";"WRZ 4 KdoW";"";"";"2017-05-25 16:11:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 16:11:32"
51;"Fu";"2017-05-25 16:12:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";51;"WRZ 8 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 8 beginnt mit slippen";"2017-05-25 16:12:00";"WRZ 8 KdoW";"";"";"2017-05-25 16:14:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 16:14:05"
52;"Fu";"2017-05-25 16:22:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";52;"WRZ 10 KdoW";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 10 verlegt in der St&auml;rke 1/10/37//48 vom tanken in den Bereitstellungsraum\
Gesch&auml;tzte Ankunft in 30 Minuten";"2017-05-25 16:22:00";"WRZ 10 KdoW";"";"";"2017-05-25 16:23:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 16:23:20"
53;"Fu";"2017-05-25 16:34:00";"aw2";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";53;"Bereitstellungsraum";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 4 in St&auml;rke 1/10/39//50 im BR eingetroffen.";"2017-05-25 16:34:00";"Bereitstellungsraum";"";"";"2017-05-25 16:35:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 16:34:43"
54;"";"0000-00-00 00:00:00";"";"2017-05-25 16:53:00";"";"2017-05-25 16:58:00";"aw1";"A";54;"";"";"";"";"";"";"";"WRZ 8";"f";"";"Frage: vermutliche Ankunftszeit am BR";"2017-05-25 16:53:00";"EAL DLRG WE";"s2";"S2";"2017-05-25 17:01:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 17:01:26"
55;"Fu";"2017-05-25 16:55:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";55;"Bereitstellung";"";"";"";"";"";"";"EAL DLRG WE";"f";"";"WRZ 10 in der St&auml;rke 1/10/37//48 im BR eingetroffen";"2017-05-25 16:55:00";"Bereitstellung";"";"";"2017-05-25 17:01:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 17:01:33"
56;"Fu";"2017-05-25 16:58:00";"aw1";"0000-00-00 00:00:00";"";"0000-00-00 00:00:00";"";"E";56;"WRZ 8 KdoW";"";"";"";"";"";"";"EAL DLRG WE  S2";"f";"";"Zitat: von A 54 \
&quot;Frage: vermutliche Ankunftszeit am BR&quot;\
\
Gesch&auml;tzte Ankunft in ca. 30 Minuten";"2017-05-25 16:58:00";"WRZ 8";"s2";"S2";"2017-05-25 17:02:00";"si";"S2_rt,";"";\N;8;"t";"f";"";"t";"0000-00-00 00:00:00";"2017-05-25 17:01:38"
